Game Type,Date,Opponent,TTO,Pitcher,P Hand,Inning,Pitch Count,Batter,B Hand,ROB,Count,Outs,PAResCopy1,Pitch Type,Pitch Result,PA Result,Base Adv.,Exit Velo,BIP Type,Pitch Velo,TTP,PAResCopy2,OA3,Putaways,Catcher,Umpire,PitcherCopy,Team W-L,Score,Start/Relief,W,L,S,IP,R,ER,LO #,LO-reach,LO-Score,BI,BI-Ch,SD Inn,SD-Ch,M-out,M-Ch,1st Responder,IR,IR-Score,Previous Pitch Type,Previous Pitch result,Previous PA Result,BlankCol1,BlankCol2,BlankCol3,BlankCol4,BlankCol5,BlankCol6,BlankCol7,BlankCol8,BlankCol9,BlankCol10
DO NOT USE THIS LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,#REF!,,,,,,,,,,Leadoff,,,Big Innings,,Shutdowns,,Momentum,,,Inherited,,#REF!,#REF!,#REF!,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/22 Scrimmage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,1/29/25,INTRASQUAD,,Mulvey,L,3,17,Chiaravallo,RHH,R1,0-0,2,,FB,Ball,,,,,87,1.50,,,,Bullock,,*,1/29/25,INTRASQUAD,,Mulvey,L,3,17,Chiaravallo,RHH,R1,0-0,2,,FB,Ball,,,,,87,1.50,,,,Bullock,,,,,,,,,
*,1/29/25,INTRASQUAD,,Mulvey,L,3,18,Chiaravallo,RHH,R1,1-0,2,,FB,Ball,,,,,86,1.50,,,,Bullock,,*,1/29/25,INTRASQUAD,,Mulvey,L,3,18,Chiaravallo,RHH,R1,1-0,2,,FB,Ball,,,,,86,1.50,,,,Bullock,,,,,,,,,
*,1/29/25,INTRASQUAD,,Mulvey,L,3,19,Chiaravallo,RHH,R1,2-0,2,,FB,Ball,,,,,85,1.60,,,,Bullock,,*,1/29/25,INTRASQUAD,,Mulvey,L,3,19,Chiaravallo,RHH,R1,2-0,2,,FB,Ball,,,,,85,1.60,,,,Bullock,,,,,,,,,
*,1/29/25,INTRASQUAD,,Mulvey,L,3,20,Chiaravallo,RHH,R1,3-0,2,,FB,Str-foul,,,,,86,1.65,,,,Bullock,,*,1/29/25,INTRASQUAD,,Mulvey,L,3,20,Chiaravallo,RHH,R1,3-0,2,,FB,Str-foul,,,,,86,1.65,,,,Bullock,,,,,,,,,
*,1/29/25,INTRASQUAD,,Mulvey,L,3,21,Chiaravallo,RHH,R1,3-1,2,GO,FB,Str-BIP,GO,,96,Ground,86,1.70,GO,N,,Bullock,,*,1/29/25,INTRASQUAD,,Mulvey,L,3,21,Chiaravallo,RHH,R1,3-1,2,GO,FB,Str-BIP,GO,,96,Ground,86,1.70,GO,N,,Bullock,,,,,,,,,
*,1/29/25,INTRASQUAD,,Firestein,R,3,1,Bowne,RHH,BE,0-0,0,,SL,Ball,,,,,78,,,,,Nascimento,,*,1/29/25,INTRASQUAD,,Firestein,R,3,1,Bowne,RHH,BE,0-0,0,,SL,Ball,,,,,78,,,,,Nascimento,,,,,,,,,
*,1/29/25,INTRASQUAD,,Firestein,R,3,2,Bowne,RHH,BE,1-0,0,,CT,Ball,,,,,85,,,,,Nascimento,,*,1/29/25,INTRASQUAD,,Firestein,R,3,2,Bowne,RHH,BE,1-0,0,,CT,Ball,,,,,85,,,,,Nascimento,,,,,,,,,
*,1/29/25,INTRASQUAD,,Firestein,R,3,3,Bowne,RHH,BE,2-0,0,,CT,Str-take,,,,,84,,,,,Nascimento,,*,1/29/25,INTRASQUAD,,Firestein,R,3,3,Bowne,RHH,BE,2-0,0,,CT,Str-take,,,,,84,,,,,Nascimento,,,,,,,,,
*,1/29/25,INTRASQUAD,,Firestein,R,3,4,Bowne,RHH,BE,2-1,0,,SL,Str-take,,,,,77,,,,,Nascimento,,*,1/29/25,INTRASQUAD,,Firestein,R,3,4,Bowne,RHH,BE,2-1,0,,SL,Str-take,,,,,77,,,,,Nascimento,,,,,,,,,
*,1/29/25,INTRASQUAD,,Firestein,R,3,5,Bowne,RHH,BE,2-2,0,,SL,Ball,,,,,79,,,,,Nascimento,,*,1/29/25,INTRASQUAD,,Firestein,R,3,5,Bowne,RHH,BE,2-2,0,,SL,Ball,,,,,79,,,,,Nascimento,,,,,,,,,
*,1/29/25,INTRASQUAD,,Firestein,R,3,6,Bowne,RHH,BE,3-2,0,1B,CT,Str-BIP,1B,,90,Line,84,,1B,N,,Nascimento,,*,1/29/25,INTRASQUAD,,Firestein,R,3,6,Bowne,RHH,BE,3-2,0,1B,CT,Str-BIP,1B,,90,Line,84,,1B,N,,Nascimento,,,,,,,,,
*,1/29/25,INTRASQUAD,,Firestein,R,3,7,Coupe,LHH,R1,0-0,0,,Sinker,Ball,,,,,84,1.60,,,,Nascimento,,*,1/29/25,INTRASQUAD,,Firestein,R,3,7,Coupe,LHH,R1,0-0,0,,Sinker,Ball,,,,,84,1.60,,,,Nascimento,,,,,,,,,
*,1/29/25,INTRASQUAD,,Firestein,R,3,8,Coupe,LHH,R1,1-0,0,,CT,Str-S/M,,,,,83,1.65,,,,Nascimento,,*,1/29/25,INTRASQUAD,,Firestein,R,3,8,Coupe,LHH,R1,1-0,0,,CT,Str-S/M,,,,,83,1.65,,,,Nascimento,,,,,,,,,
*,1/29/25,INTRASQUAD,,Firestein,R,3,9,Coupe,LHH,R1,1-1,0,,SL,Str-foul,,,,,78,1.65,,,,Nascimento,,*,1/29/25,INTRASQUAD,,Firestein,R,3,9,Coupe,LHH,R1,1-1,0,,SL,Str-foul,,,,,78,1.65,,,,Nascimento,,,,,,,,,
*,1/29/25,INTRASQUAD,,Firestein,R,3,10,Coupe,LHH,R1,1-2,0,FC,SL,Str-BIP,FC,,64,Ground,80,1.60,FC,Y,Y,Nascimento,,*,1/29/25,INTRASQUAD,,Firestein,R,3,10,Coupe,LHH,R1,1-2,0,FC,SL,Str-BIP,FC,,64,Ground,80,1.60,FC,Y,Y,Nascimento,,,,,,,,,
*,1/29/25,INTRASQUAD,,Firestein,R,3,11,Beiswenger,RHH,R1,0-0,1,,SL,Ball,,,,,77,1.55,,,,Nascimento,,*,1/29/25,INTRASQUAD,,Firestein,R,3,11,Beiswenger,RHH,R1,0-0,1,,SL,Ball,,,,,77,1.55,,,,Nascimento,,,,,,,,,
*,1/29/25,INTRASQUAD,,Firestein,R,3,12,Beiswenger,RHH,R1,1-0,1,,CT,Ball,,,,,83,1.70,,,,Nascimento,,*,1/29/25,INTRASQUAD,,Firestein,R,3,12,Beiswenger,RHH,R1,1-0,1,,CT,Ball,,,,,83,1.70,,,,Nascimento,,,,,,,,,
*,1/29/25,INTRASQUAD,,Firestein,R,3,13,Beiswenger,RHH,R1,2-0,1,,CT,Ball,,,,,85,1.70,,,,Nascimento,,*,1/29/25,INTRASQUAD,,Firestein,R,3,13,Beiswenger,RHH,R1,2-0,1,,CT,Ball,,,,,85,1.70,,,,Nascimento,,,,,,,,,
*,1/29/25,INTRASQUAD,,Firestein,R,3,14,Beiswenger,RHH,R1,3-0,1,,CT,Str-take,,,,,82,1.70,,,,Nascimento,,*,1/29/25,INTRASQUAD,,Firestein,R,3,14,Beiswenger,RHH,R1,3-0,1,,CT,Str-take,,,,,82,1.70,,,,Nascimento,,,,,,,,,
*,1/29/25,INTRASQUAD,,Firestein,R,3,15,Beiswenger,RHH,R1,3-1,1,BB,SL,Ball,BB,,,,78,1.65,BB,N,,Nascimento,,*,1/29/25,INTRASQUAD,,Firestein,R,3,15,Beiswenger,RHH,R1,3-1,1,BB,SL,Ball,BB,,,,78,1.65,BB,N,,Nascimento,,,,,,,,,
*,1/29/25,INTRASQUAD,,Firestein,R,3,16,Calabrese,LHH,R12+,0-0,1,,CT,Str-foul,,,,,83,1.70,,,,Nascimento,,*,1/29/25,INTRASQUAD,,Firestein,R,3,16,Calabrese,LHH,R12+,0-0,1,,CT,Str-foul,,,,,83,1.70,,,,Nascimento,,,,,,,,,
*,1/29/25,INTRASQUAD,,Firestein,R,3,17,Calabrese,LHH,R12+,0-1,1,,SL,Str-take,,SB3,,,79,1.70,,,,Nascimento,,*,1/29/25,INTRASQUAD,,Firestein,R,3,17,Calabrese,LHH,R12+,0-1,1,,SL,Str-take,,SB3,,,79,1.70,,,,Nascimento,,,,,,,,,
*,1/29/25,INTRASQUAD,,Firestein,R,3,18,Calabrese,LHH,R23+,0-2,1,,SL,Ball,,,,,77,1.60,,,,Nascimento,,*,1/29/25,INTRASQUAD,,Firestein,R,3,18,Calabrese,LHH,R23+,0-2,1,,SL,Ball,,,,,77,1.60,,,,Nascimento,,,,,,,,,
*,1/29/25,INTRASQUAD,,Firestein,R,3,19,Calabrese,LHH,R23+,1-2,1,,Sinker,Str-foul,,,,,82,1.55,,,,Nascimento,,*,1/29/25,INTRASQUAD,,Firestein,R,3,19,Calabrese,LHH,R23+,1-2,1,,Sinker,Str-foul,,,,,82,1.55,,,,Nascimento,,,,,,,,,
*,1/29/25,INTRASQUAD,,Firestein,R,3,20,Calabrese,LHH,R23+,1-2,1,,SL,Str-foul,,,,,79,1.55,,,,Nascimento,,*,1/29/25,INTRASQUAD,,Firestein,R,3,20,Calabrese,LHH,R23+,1-2,1,,SL,Str-foul,,,,,79,1.55,,,,Nascimento,,,,,,,,,
*,1/29/25,INTRASQUAD,,Firestein,R,3,21,Calabrese,LHH,R23+,1-2,1,,SL,Ball,,Error,,,79,1.55,,,,Nascimento,,*,1/29/25,INTRASQUAD,,Firestein,R,3,21,Calabrese,LHH,R23+,1-2,1,,SL,Ball,,Error,,,79,1.55,,,,Nascimento,,,,,,,,,
*,1/29/25,INTRASQUAD,,Firestein,R,3,22,Calabrese,LHH,R2+,2-2,1,,SL,Ball,,,,,77,,,,,Nascimento,,*,1/29/25,INTRASQUAD,,Firestein,R,3,22,Calabrese,LHH,R2+,2-2,1,,SL,Ball,,,,,77,,,,,Nascimento,,,,,,,,,
*,1/29/25,INTRASQUAD,,Firestein,R,3,23,Calabrese,LHH,R2+,3-2,1,BB,CT,Ball,BB,,,,82,,BB,Y,N,Nascimento,,*,1/29/25,INTRASQUAD,,Firestein,R,3,23,Calabrese,LHH,R2+,3-2,1,BB,CT,Ball,BB,,,,82,,BB,Y,N,Nascimento,,,,,,,,,
*,1/29/25,INTRASQUAD,,Firestein,R,3,24,Alexander,LHH,R12+,0-0,1,,CT,Ball,,,,,82,1.55,,,,Nascimento,,*,1/29/25,INTRASQUAD,,Firestein,R,3,24,Alexander,LHH,R12+,0-0,1,,CT,Ball,,,,,82,1.55,,,,Nascimento,,,,,,,,,
*,1/29/25,INTRASQUAD,,Firestein,R,3,25,Alexander,LHH,R12+,1-0,1,,CT,Ball,,,,,81,1.60,,,,Nascimento,,*,1/29/25,INTRASQUAD,,Firestein,R,3,25,Alexander,LHH,R12+,1-0,1,,CT,Ball,,,,,81,1.60,,,,Nascimento,,,,,,,,,
*,1/29/25,INTRASQUAD,,Firestein,R,3,26,Alexander,LHH,R12+,2-0,1,,CT,Ball,,,,,81,1.70,,,,Nascimento,,*,1/29/25,INTRASQUAD,,Firestein,R,3,26,Alexander,LHH,R12+,2-0,1,,CT,Ball,,,,,81,1.70,,,,Nascimento,,,,,,,,,
*,1/29/25,INTRASQUAD,,Firestein,R,3,27,Alexander,LHH,R12+,3-0,1,,CT,Str-take,,,,,81,1.70,,,,Nascimento,,*,1/29/25,INTRASQUAD,,Firestein,R,3,27,Alexander,LHH,R12+,3-0,1,,CT,Str-take,,,,,81,1.70,,,,Nascimento,,,,,,,,,
*,1/29/25,INTRASQUAD,,Firestein,R,3,28,Alexander,LHH,R12+,3-1,1,,CT,Str-take,,,,,82,1.70,,,,Nascimento,,*,1/29/25,INTRASQUAD,,Firestein,R,3,28,Alexander,LHH,R12+,3-1,1,,CT,Str-take,,,,,82,1.70,,,,Nascimento,,,,,,,,,
*,1/29/25,INTRASQUAD,,Firestein,R,3,29,Alexander,LHH,R12+,3-2,1,BB,CT,Ball,BB,,,,83,1.65,BB,N,,Nascimento,,*,1/29/25,INTRASQUAD,,Firestein,R,3,29,Alexander,LHH,R12+,3-2,1,BB,CT,Ball,BB,,,,83,1.65,BB,N,,Nascimento,,,,,,,,,
*,1/29/25,INTRASQUAD,,Firestein,R,3,30,"Swenson, A.",RHH,R12+,0-0,1,,SL,Ball,,CS3,,,76,1.60,,,,Nascimento,,*,1/29/25,INTRASQUAD,,Firestein,R,3,30,"Swenson, A.",RHH,R12+,0-0,1,,SL,Ball,,CS3,,,76,1.60,,,,Nascimento,,,,,,,,,
*,1/29/25,INTRASQUAD,,Firestein,R,3,31,"Swenson, A.",RHH,R2+,1-0,2,,SL,Ball,,,,,78,1.60,,,,Nascimento,,*,1/29/25,INTRASQUAD,,Firestein,R,3,31,"Swenson, A.",RHH,R2+,1-0,2,,SL,Ball,,,,,78,1.60,,,,Nascimento,,,,,,,,,
*,1/29/25,INTRASQUAD,,Firestein,R,3,32,"Swenson, A.",RHH,R2+,2-0,2,,CT,Str-take,,,,,82,,,,,Nascimento,,*,1/29/25,INTRASQUAD,,Firestein,R,3,32,"Swenson, A.",RHH,R2+,2-0,2,,CT,Str-take,,,,,82,,,,,Nascimento,,,,,,,,,
*,1/29/25,INTRASQUAD,,Firestein,R,3,33,"Swenson, A.",RHH,R2+,2-1,2,,CT,Ball,,,,,82,,,,,Nascimento,,*,1/29/25,INTRASQUAD,,Firestein,R,3,33,"Swenson, A.",RHH,R2+,2-1,2,,CT,Ball,,,,,82,,,,,Nascimento,,,,,,,,,
*,1/29/25,INTRASQUAD,,Firestein,R,3,34,"Swenson, A.",RHH,R2+,3-1,2,,SL,Str-take,,,,,76,,,,,Nascimento,,*,1/29/25,INTRASQUAD,,Firestein,R,3,34,"Swenson, A.",RHH,R2+,3-1,2,,SL,Str-take,,,,,76,,,,,Nascimento,,,,,,,,,
*,1/29/25,INTRASQUAD,,Firestein,R,3,35,"Swenson, A.",RHH,R2+,3-2,2,BB,SL,Ball,BB,WP,,,78,,BB,N,,Nascimento,,*,1/29/25,INTRASQUAD,,Firestein,R,3,35,"Swenson, A.",RHH,R2+,3-2,2,BB,SL,Ball,BB,WP,,,78,,BB,N,,Nascimento,,,,,,,,,
1/30/25 Scrimmage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,1/30/25,INTRASQUAD,,Janik,R,1,1,Karp,RHH,BE,0-0,0,,FB,Str-take,,,,,87,,,,,Bowne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,1/30/25,INTRASQUAD,,Janik,R,1,2,Karp,RHH,BE,0-1,0,,FB,Ball,,,,,89,,,,,Bowne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,1/30/25,INTRASQUAD,,Janik,R,1,3,Karp,RHH,BE,1-1,0,,SL,Ball,,,,,78,,,,,Bowne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,1/30/25,INTRASQUAD,,Janik,R,1,4,Karp,RHH,BE,2-1,0,,SL,Ball,,,,,77,,,,,Bowne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,1/30/25,INTRASQUAD,,Janik,R,1,5,Karp,RHH,BE,3-1,0,BB,SL,Ball,BB,,,,76,,BB,N,,Bowne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,1/30/25,INTRASQUAD,,Janik,R,1,6,Kender,RHH,R1,0-0,0,,FB,Ball,,,,,85,,,,,Bowne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,1/30/25,INTRASQUAD,,Janik,R,1,7,Kender,RHH,R1,1-0,0,,FB,Ball,,,,,84,,,,,Bowne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,1/30/25,INTRASQUAD,,Janik,R,1,8,Kender,RHH,R1,2-0,0,,FB,Str-BIP,FO,,82,Popup,83,,FO,Y,,Bowne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,1/30/25,INTRASQUAD,,Janik,R,1,9,Trommer,LHH,R1,0-0,1,,CH,Ball,,,,,77,,,,,Bowne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,1/30/25,INTRASQUAD,,Janik,R,1,10,Trommer,LHH,R1,1-0,1,,Sinker,Str-BIP,2B,,88,Ground,84,,2B,N,,Bowne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,1/30/25,INTRASQUAD,,Janik,R,1,11,Facinelli,RHH,R2+,0-0,1,,FB,Ball,,,,,85,,,,,Bowne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,1/30/25,INTRASQUAD,,Janik,R,1,12,Facinelli,RHH,R2+,1-0,1,,Sinker,Str-BIP,HR,,104,Line,86,,HR,N,,Bowne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,1/30/25,INTRASQUAD,,Janik,R,1,13,Morabito,LHH,BE,0-0,1,,SL,Ball,,,,,76,,,,,Bowne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,1/30/25,INTRASQUAD,,Janik,R,1,14,Morabito,LHH,BE,1-0,1,,FB,Str-foul,,,,,86,,,,,Bowne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,1/30/25,INTRASQUAD,,Janik,R,1,15,Morabito,LHH,BE,1-1,1,,FB,Ball,,,,,88,,,,,Bowne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,1/30/25,INTRASQUAD,,Janik,R,1,16,Morabito,LHH,BE,2-1,1,,CH,Ball,,,,,78,,,,,Bowne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,1/30/25,INTRASQUAD,,Janik,R,1,17,Morabito,LHH,BE,3-1,1,,FB,Str-take,,,,,85,,,,,Bowne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,1/30/25,INTRASQUAD,,Janik,R,1,18,Morabito,LHH,BE,3-2,1,,FB,Str-foul,,,,,84,,,,,Bowne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,1/30/25,INTRASQUAD,,Janik,R,1,19,Morabito,LHH,BE,3-2,1,,SL,Ball,BB,,,,75,,BB,N,,Bowne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,1/30/25,INTRASQUAD,,Janik,R,1,20,Chiaravallo,RHH,R1,0-0,1,,CH,Ball,,,,,76,,,,,Bowne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,1/30/25,INTRASQUAD,,Janik,R,1,21,Chiaravallo,RHH,R1,1-0,1,,FB,Str-S/M,,,,,86,,,,,Bowne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,1/30/25,INTRASQUAD,,Janik,R,1,22,Chiaravallo,RHH,R1,1-1,1,,SL,Ball,,,,,75,,,,,Bowne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,1/30/25,INTRASQUAD,,Janik,R,1,23,Chiaravallo,RHH,R1,2-1,1,,FB,Str-S/M,,CS2,,,86,,,,,Bowne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,1/30/25,INTRASQUAD,,Janik,R,1,24,Chiaravallo,RHH,BE,2-2,2,,FB,Str-foul,,,,,85,,,,,Bowne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,1/30/25,INTRASQUAD,,Janik,R,1,25,Chiaravallo,RHH,BE,2-2,2,,SL,Str-S/M,K,,,,75,,K,N,,Bowne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,1/30/25,INTRASQUAD,,Radtke,R,1,1,Fluharty,RHH,BE,0-0,0,,FB,Ball,,,,,78,,,,,Nascimento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,1/30/25,INTRASQUAD,,Radtke,R,1,2,Fluharty,RHH,BE,1-0,0,,FB,Ball,,,,,81,,,,,Nascimento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,1/30/25,INTRASQUAD,,Radtke,R,1,3,Fluharty,RHH,BE,2-0,0,,SL,Ball,,,,,73,,,,,Nascimento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,1/30/25,INTRASQUAD,,Radtke,R,1,4,Fluharty,RHH,BE,3-0,0,,FB,Str-take,,,,,82,,,,,Nascimento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,1/30/25,INTRASQUAD,,Radtke,R,1,5,Fluharty,RHH,BE,3-1,0,,FB,Ball,BB,,,,82,,BB,N,,Nascimento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,1/30/25,INTRASQUAD,,Radtke,R,1,6,Alexander,LHH,R1,0-0,0,,FB,Str-take,,SB2,,,81,,,,,Nascimento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,1/30/25,INTRASQUAD,,Radtke,R,1,7,Alexander,LHH,R2+,0-1,0,,CH,Str-take,,,,,77,,,,,Nascimento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,1/30/25,INTRASQUAD,,Radtke,R,1,8,Alexander,LHH,R2+,0-2,0,,CH,Ball,,,,,76,,,,,Nascimento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,1/30/25,INTRASQUAD,,Radtke,R,1,9,Alexander,LHH,R2+,1-2,0,,FB,Str-foul,,,,,82,,,,,Nascimento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,1/30/25,INTRASQUAD,,Radtke,R,1,10,Alexander,LHH,R2+,1-2,0,,FB,Ball,,SB3,,,83,,,,,Nascimento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,1/30/25,INTRASQUAD,,Radtke,R,1,11,Alexander,LHH,R3+,2-2,0,,FB,Str-foul,,,,,83,,,,,Nascimento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,1/30/25,INTRASQUAD,,Radtke,R,1,12,Alexander,LHH,R3+,2-2,0,,CH,Ball,,WP,,,77,,,,,Nascimento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,1/30/25,INTRASQUAD,,Radtke,R,1,13,Alexander,LHH,BE,3-2,0,,SL,Str-foul,,,,,74,,,,,Nascimento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,1/30/25,INTRASQUAD,,Radtke,R,1,14,Alexander,LHH,BE,3-2,0,,FB,Ball,BB,,,,83,,BB,Y,N,Nascimento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,1/30/25,INTRASQUAD,,Radtke,R,1,15,"Swenson, A.",RHH,R1,0-0,0,,FB,Ball,,,,,80,,,,,Nascimento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,1/30/25,INTRASQUAD,,Radtke,R,1,16,"Swenson, A.",RHH,R1,1-0,0,,FB,Str-BIP,1B,,,Ground,82,,1B,N,,Nascimento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,1/30/25,INTRASQUAD,,Radtke,R,1,17,Bullock,RHH,R12+,0-0,0,,SL,Ball,,,,,73,,,,,Nascimento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,1/30/25,INTRASQUAD,,Radtke,R,1,18,Bullock,RHH,R12+,1-0,0,,FB,Ball,,,,,82,,,,,Nascimento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,1/30/25,INTRASQUAD,,Radtke,R,1,19,Bullock,RHH,R12+,2-0,0,,FB,Str-foul,,,,,82,,,,,Nascimento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,1/30/25,INTRASQUAD,,Radtke,R,1,20,Bullock,RHH,R12+,2-1,0,,FB,Str-BIP,SH,,,Ground,83,,SH,N,,Nascimento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,1/30/25,INTRASQUAD,,Radtke,R,1,21,Bowne,RHH,R23+,0-0,1,,SL,Str-take,,,,,73,,,,,Nascimento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,1/30/25,INTRASQUAD,,Radtke,R,1,22,Bowne,RHH,R23+,0-1,1,,SL,Str-take,,,,,75,,,,,Nascimento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,1/30/25,INTRASQUAD,,Radtke,R,1,23,Bowne,RHH,R23+,0-2,1,,SL,Str-foul,,,,,73,,,,,Nascimento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,1/30/25,INTRASQUAD,,Radtke,R,1,24,Bowne,RHH,R23+,0-2,1,,FB,Ball,,,,,83,,,,,Nascimento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,1/30/25,INTRASQUAD,,Radtke,R,1,25,Bowne,RHH,R23+,1-2,1,,SL,Str-BIP,SF,,88,Fly,73,,SF,Y,Y,Nascimento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,1/30/25,INTRASQUAD,,Radtke,R,1,26,Coupe,LHH,R3+,0-0,2,,FB,Str-BIP,FO,,90,Fly,83,,FO,Y,,Nascimento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,1/30/25,INTRASQUAD,,Garber,R,2,1,Dunn,LHH,BE,0-0,0,,FB,Ball,,,,,88,,,,,Bowne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,1/30/25,INTRASQUAD,,Garber,R,2,2,Dunn,LHH,BE,1-0,0,,FB,Ball,,,,,86,,,,,Bowne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,1/30/25,INTRASQUAD,,Garber,R,2,3,Dunn,LHH,BE,2-0,0,,FB,Str-take,,,,,85,,,,,Bowne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,1/30/25,INTRASQUAD,,Garber,R,2,4,Dunn,LHH,BE,2-1,0,,FB,Str-S/M,,,,,87,,,,,Bowne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,1/30/25,INTRASQUAD,,Garber,R,2,5,Dunn,LHH,BE,2-2,0,,FB,Ball,,,,,88,,,,,Bowne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,1/30/25,INTRASQUAD,,Garber,R,2,6,Dunn,LHH,BE,3-2,0,,FB,Str-take,KL,,,,87,,KL,N,,Bowne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,1/30/25,INTRASQUAD,,Garber,R,2,7,Nascimento,RHH,BE,0-0,1,,SL,Ball,,,,,77,,,,,Bowne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,1/30/25,INTRASQUAD,,Garber,R,2,8,Nascimento,RHH,BE,1-0,1,,FB,Ball,,,,,87,,,,,Bowne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,1/30/25,INTRASQUAD,,Garber,R,2,9,Nascimento,RHH,BE,2-0,1,,FB,Ball,,,,,86,,,,,Bowne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
